PROVINSI;KABUPATEN;KECAMATAN;KODE;KELURAHAN;YANG ADA;YANG LAPOR;PERSENTASE LAPOR;MATERI PBKR;MATERI KESPRO;MATERI LAINNYA;JUMLAH PERTEMUAN PENYULUHAN;TATAP MUKA;VIRTUAL;JUMLAH KELUARGA ANGGOTA BKR;JUMLAH KELUARGA ANGGOTA BKR HADIR PERTEMUAN;STATUS PUS;STATUS BER-KB;JUMLAH KELUARGA ANGGOTA BKR HADIR PERTEMUAN MATERI PKBR;BULAN
SULAWESI BARAT;MAJENE;MALUNDA;1001;MALUNDA;1;1;100.00;1;0;0;1;1;0;223;85;63;55;85;SEPTEMBER
SULAWESI BARAT;MAJENE;MALUNDA;1015;LAMUNGANG BATU;1;1;100.00;1;1;0;1;1;0;101;96;64;29;96;SEPTEMBER
SULAWESI BARAT;MAJENE;MALUNDA;2002;BAMBANGAN;1;1;100.00;1;0;0;1;1;0;134;53;48;29;53;SEPTEMBER
SULAWESI BARAT;MAJENE;MALUNDA;2004;LOMBANG;1;1;100.00;1;0;0;1;1;0;182;39;33;20;39;SEPTEMBER
SULAWESI BARAT;MAJENE;MALUNDA;2005;LOMBONG;1;1;100.00;0;1;0;1;1;0;107;52;32;29;0;SEPTEMBER
SULAWESI BARAT;MAJENE;MALUNDA;2006;MEKKATTA;1;1;100.00;1;0;0;1;1;0;98;20;11;10;20;SEPTEMBER
SULAWESI BARAT;MAJENE;MALUNDA;2010;MALIAYA;1;1;100.00;1;0;0;1;1;0;194;61;43;27;61;SEPTEMBER
SULAWESI BARAT;MAJENE;MALUNDA;2011;LOMBANG TIMUR;1;1;100.00;1;1;0;1;1;0;92;30;22;21;30;SEPTEMBER
SULAWESI BARAT;MAJENE;MALUNDA;2012;SALUTAHONGAN;1;1;100.00;1;1;0;1;1;0;70;54;38;25;54;SEPTEMBER
SULAWESI BARAT;MAJENE;MALUNDA;2013;LOMBONG TIMUR;1;1;100.00;1;0;0;1;1;0;117;72;62;60;72;SEPTEMBER
SULAWESI BARAT;MAJENE;MALUNDA;2014;MEKKATTA SELATAN;1;1;100.00;1;0;0;1;1;0;97;58;40;33;58;SEPTEMBER
SULAWESI BARAT;MAJENE;MALUNDA;2016;KAYUANGIN;1;1;100.00;1;1;0;1;1;0;200;30;15;12;30;SEPTEMBER
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;1001;BAURUNG;1;1;100.00;1;0;0;1;1;0;226;79;53;36;79;SEPTEMBER
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;1002;BARUGA;1;1;100.00;1;0;0;1;1;0;85;17;8;7;17;SEPTEMBER
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;1003;BARUGA DHUA;1;1;100.00;1;1;0;1;1;0;120;38;18;15;38;SEPTEMBER
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;1004;LABUANG;1;1;100.00;1;1;0;1;1;0;116;94;47;29;94;SEPTEMBER
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;1005;TANDE;1;1;100.00;1;0;0;1;1;0;73;34;23;19;34;SEPTEMBER
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;1006;LEMBANG;1;1;100.00;2;2;0;2;2;0;332;103;67;43;103;SEPTEMBER
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;1007;LABUANG UTARA;1;1;100.00;1;0;0;1;1;0;95;35;35;22;35;SEPTEMBER
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;1008;TANDE TIMUR;1;1;100.00;1;0;0;1;1;0;70;15;15;10;15;SEPTEMBER
SULAWESI BARAT;MAJENE;BANGGAE TIMUR;2009;BUTTU BARUGA;1;1;100.00;1;1;0;1;1;0;92;62;37;19;62;SEPTEMBER
SULAWESI BARAT;MAJENE;PAMBOANG;1001;LALAMPANUA;1;1;100.00;1;0;0;1;1;0;130;21;9;4;21;SEPTEMBER
SULAWESI BARAT;MAJENE;PAMBOANG;1002;SIRINDU;1;1;100.00;1;1;0;1;1;0;197;52;25;18;52;SEPTEMBER
SULAWESI BARAT;MAJENE;PAMBOANG;2003;ADOLANG;1;1;100.00;1;1;0;1;1;0;82;51;28;24;51;SEPTEMBER
SULAWESI BARAT;MAJENE;PAMBOANG;2004;BABABULO;1;1;100.00;1;0;0;1;1;0;175;19;14;9;19;SEPTEMBER
SULAWESI BARAT;MAJENE;PAMBOANG;2005;BONDE;1;1;100.00;1;1;0;1;1;0;217;21;14;12;21;SEPTEMBER
SULAWESI BARAT;MAJENE;PAMBOANG;2006;BETTENG;1;1;100.00;1;1;0;1;1;0;118;10;7;6;10;SEPTEMBER
SULAWESI BARAT;MAJENE;PAMBOANG;2007;SIMBANG;1;1;100.00;1;1;0;1;1;0;55;41;24;13;41;SEPTEMBER
SULAWESI BARAT;MAJENE;PAMBOANG;2008;BONDE UTARA;1;1;100.00;1;1;0;1;1;0;350;31;18;15;31;SEPTEMBER
SULAWESI BARAT;MAJENE;PAMBOANG;2009;BABABULO UTARA;1;1;100.00;1;0;0;1;1;0;115;96;73;46;96;SEPTEMBER
SULAWESI BARAT;MAJENE;PAMBOANG;2010;BUTTU PAMBOANG;1;1;100.00;1;1;0;1;1;0;108;16;11;11;16;SEPTEMBER
SULAWESI BARAT;MAJENE;PAMBOANG;2011;BANUA ADOLANG;1;1;100.00;1;0;0;1;1;0;106;13;10;7;13;SEPTEMBER
SULAWESI BARAT;MAJENE;PAMBOANG;2012;ADOLANG DHUA;1;1;100.00;0;1;1;1;1;0;87;15;9;5;0;SEPTEMBER
SULAWESI BARAT;MAJENE;PAMBOANG;2013;TINAMBUNG;1;1;100.00;1;1;0;1;1;0;150;30;15;15;30;SEPTEMBER
SULAWESI BARAT;MAJENE;PAMBOANG;2014;PESULOANG;1;1;100.00;1;1;0;1;1;0;131;20;14;14;20;SEPTEMBER
SULAWESI BARAT;MAJENE;PAMBOANG;2015;BALOMBONG;1;1;100.00;1;0;0;1;1;0;93;10;4;4;10;SEPTEMBER
SULAWESI BARAT;MAJENE;SENDANA;1001;MOSSO;1;1;100.00;1;1;0;1;1;0;327;24;24;24;24;SEPTEMBER
SULAWESI BARAT;MAJENE;SENDANA;1002;MOSSO DHUA;1;1;100.00;1;0;0;1;1;0;222;11;11;10;11;SEPTEMBER
SULAWESI BARAT;MAJENE;SENDANA;2004;TOTOLISI SENDANA;1;1;100.00;1;1;0;1;1;0;234;44;22;15;44;SEPTEMBER
SULAWESI BARAT;MAJENE;SENDANA;2007;TALLUBANUA;1;1;100.00;1;1;0;1;1;0;235;18;13;5;18;SEPTEMBER
SULAWESI BARAT;MAJENE;SENDANA;2015;LALATEDZONG;1;1;100.00;1;1;0;1;1;0;114;56;28;22;56;SEPTEMBER
SULAWESI BARAT;MAJENE;SENDANA;2016;BINANGA;1;1;100.00;1;0;0;1;1;0;151;25;25;11;25;SEPTEMBER
SULAWESI BARAT;MAJENE;SENDANA;2017;PUTTADA;1;1;100.00;1;0;0;1;1;0;140;17;10;10;17;SEPTEMBER
SULAWESI BARAT;MAJENE;SENDANA;2018;PAMINGGALAN;1;1;100.00;1;0;0;1;1;0;77;10;10;2;10;SEPTEMBER
SULAWESI BARAT;MAJENE;SENDANA;2019;LEPPANGANG;1;1;100.00;1;0;0;1;1;0;127;10;8;4;10;SEPTEMBER
SULAWESI BARAT;MAJENE;SENDANA;2020;PUNDAU;1;1;100.00;1;1;0;1;1;0;138;33;25;15;33;SEPTEMBER
SULAWESI BARAT;MAJENE;SENDANA;2021;SENDANA;1;1;100.00;1;1;0;1;1;0;174;24;20;15;24;SEPTEMBER
SULAWESI BARAT;MAJENE;SENDANA;2022;BANUA SENDANA;1;1;100.00;1;1;0;1;1;0;80;10;10;10;10;SEPTEMBER
SULAWESI BARAT;MAJENE;SENDANA;2023;TALLUBANUA UTARA;1;1;100.00;1;1;0;1;1;0;129;21;12;10;21;SEPTEMBER
SULAWESI BARAT;MAJENE;SENDANA;2024;LIMBORO RAMBU- RAMBU;1;1;100.00;1;0;0;1;1;0;141;25;21;13;25;SEPTEMBER
SULAWESI BARAT;MAJENE;SENDANA;2025;LIMBUA;1;1;100.00;1;1;0;1;1;0;273;10;4;0;10;SEPTEMBER
SULAWESI BARAT;MAJENE;SENDANA;2026;BUKIT SAMANG;1;1;100.00;1;1;0;1;1;0;247;54;33;24;54;SEPTEMBER
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;2001;SEPPONG;1;1;100.00;1;1;0;1;1;0;110;88;58;45;88;SEPTEMBER
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;2002;TAMMERODO;1;1;100.00;1;1;0;1;1;0;136;79;50;27;79;SEPTEMBER
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;2003;ULIDANG;1;1;100.00;1;1;0;1;1;0;100;74;65;48;74;SEPTEMBER
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;2004;TALLAMBALAO;1;1;100.00;1;1;0;1;1;0;73;68;47;38;68;SEPTEMBER
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;2005;TAMMERODO UTARA;1;1;100.00;1;0;0;1;1;0;111;87;56;37;87;SEPTEMBER
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;2006;MANYAMBA;1;1;100.00;1;1;0;1;1;0;47;41;37;30;41;SEPTEMBER
SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;2007;AWO;1;1;100.00;1;1;0;1;1;0;100;69;51;33;69;SEPTEMBER
SULAWESI BARAT;MAJENE;TUBO SENDANA;2001;ONANG;1;1;100.00;1;1;0;1;1;0;428;65;40;31;65;SEPTEMBER
SULAWESI BARAT;MAJENE;TUBO SENDANA;2002;TUBO;1;1;100.00;1;1;0;1;1;0;50;47;31;27;47;SEPTEMBER
SULAWESI BARAT;MAJENE;TUBO SENDANA;2003;ONANG UTARA;1;1;100.00;1;1;0;1;1;0;100;42;38;28;42;SEPTEMBER
SULAWESI BARAT;MAJENE;TUBO SENDANA;2004;TUBO SELATAN;1;1;100.00;1;1;0;1;1;0;105;12;9;7;12;SEPTEMBER
SULAWESI BARAT;MAJENE;TUBO SENDANA;2005;BONDE BONDE;1;1;100.00;1;1;0;1;1;0;111;22;15;11;22;SEPTEMBER
SULAWESI BARAT;MAJENE;TUBO SENDANA;2006;TUBO TENGAH;1;1;100.00;1;1;0;1;0;0;66;20;15;13;20;SEPTEMBER
SULAWESI BARAT;MAJENE;TUBO SENDANA;2007;TUBO POANG;1;1;100.00;1;1;0;1;1;0;60;22;16;13;22;SEPTEMBER
SULAWESI BARAT;MAJENE;ULUMANDA;2001;KABIRAAN;1;1;100.00;1;1;0;1;1;0;147;44;25;21;44;SEPTEMBER
SULAWESI BARAT;MAJENE;ULUMANDA;2002;SAMBABO;1;1;100.00;2;1;0;2;2;0;102;12;5;2;12;SEPTEMBER
SULAWESI BARAT;MAJENE;ULUMANDA;2003;TANDEALLO;1;0;0.00;0;0;0;0;0;0;128;0;0;0;0;SEPTEMBER
SULAWESI BARAT;MAJENE;ULUMANDA;2004;ULUMANDA;1;1;100.00;1;1;0;1;1;0;142;32;27;23;32;SEPTEMBER
SULAWESI BARAT;MAJENE;ULUMANDA;2005;SALUTAMBUNG;1;1;100.00;1;1;0;1;1;0;85;55;29;21;55;SEPTEMBER
SULAWESI BARAT;MAJENE;ULUMANDA;2006;POPENGA;1;1;100.00;1;1;0;1;1;0;35;31;15;10;31;SEPTEMBER
SULAWESI BARAT;MAJENE;ULUMANDA;2007;SULAI;1;1;100.00;1;0;0;1;1;0;125;54;32;24;54;SEPTEMBER
SULAWESI BARAT;MAJENE;ULUMANDA;2008;PANGGALO;1;1;100.00;1;0;0;1;1;0;140;5;4;3;5;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;ALLU;1009;PETOOSANG;1;1;100.00;1;1;0;1;1;0;140;67;17;11;67;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2002;MOMBI;1;1;100.00;1;1;0;1;1;0;216;42;18;10;42;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2003;KALUMAMMANG;1;1;100.00;1;1;0;1;1;0;152;51;23;12;51;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2004;PAO-PAO;1;1;100.00;1;1;0;1;1;0;193;14;7;6;14;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2005;PUPPU URING;1;1;100.00;1;0;0;1;1;0;50;33;23;21;33;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2006;SARAGIAN;1;1;100.00;1;1;0;1;1;0;176;32;19;14;32;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2007;SAYOANG;1;0;0.00;0;0;0;0;0;0;51;0;0;0;0;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;ALLU;2008;ALU;1;1;100.00;1;0;0;1;1;0;59;45;25;18;45;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;1001;ANREAPI;1;1;100.00;1;1;0;1;1;0;225;26;12;12;26;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;2002;DUAMPANUA;1;1;100.00;1;1;0;1;1;0;407;215;123;92;215;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;2003;KELAPA DUA;1;1;100.00;1;0;0;1;1;0;223;63;41;33;63;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;2004;PAPPANDANGAN;1;1;100.00;1;1;0;1;1;0;169;26;14;13;26;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;ANREAPI;2005;KUNYI;1;1;100.00;1;0;0;1;1;0;325;60;45;42;60;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;1002;BALANIPA;1;1;100.00;1;1;0;1;1;0;325;15;9;5;15;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2001;TAMMAJARRA;1;1;100.00;1;1;0;1;1;0;200;13;7;7;13;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2003;TAMANGGALLE;1;1;100.00;1;1;0;1;1;0;220;32;18;8;32;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2004;MOSSO;1;1;100.00;1;1;0;1;1;0;76;11;8;7;11;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2005;GALUNG TULUK;1;1;100.00;1;1;0;1;1;0;330;44;24;10;44;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2006;SABANG SUBIK;1;1;100.00;1;1;0;1;1;0;310;116;53;36;116;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2007;PAMBUSUANG;1;1;100.00;1;1;0;1;1;0;461;143;74;54;143;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2008;BALA;1;1;100.00;1;1;0;1;1;0;636;155;88;35;155;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2009;LAMBANAN;1;1;100.00;1;1;0;1;1;0;24;23;14;2;23;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2010;LEGO;1;1;100.00;1;0;0;1;0;0;154;20;16;8;20;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BALANIPA;2011;PALLIS;1;1;100.00;1;0;0;1;1;0;49;23;15;4;23;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;1005;AMASSANGAN;1;1;100.00;1;0;0;1;1;0;383;10;9;8;10;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2001;TONYAMAN;1;1;100.00;1;0;0;1;1;0;500;29;12;7;29;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2002;KUAJANG;1;1;100.00;1;0;0;1;1;0;296;26;13;11;26;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2003;PAKU;1;1;100.00;1;0;1;1;0;0;291;10;8;4;10;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2004;MIRRING;1;1;100.00;1;0;0;1;1;0;350;12;8;4;12;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2006;BATETANGNGA;1;1;100.00;1;0;0;1;1;0;599;32;16;6;32;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2007;MAMMI;1;1;100.00;1;0;0;1;1;0;176;114;85;64;114;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2008;KALEOK;1;1;100.00;1;1;0;1;1;0;135;29;22;16;29;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2009;AMOLA;1;1;100.00;1;0;0;1;1;0;145;21;16;9;21;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BINUANG;2010;REA;1;1;100.00;1;0;0;1;1;0;320;14;11;6;14;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BULO;2001;BULO;1;1;100.00;1;0;0;1;1;0;60;21;13;9;21;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BULO;2002;PULLIWA;1;1;100.00;1;0;0;1;1;0;107;60;50;45;60;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BULO;2003;PATAMBANUA;1;1;100.00;1;1;0;1;1;0;129;28;23;22;28;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BULO;2004;KAROMBANG;1;1;100.00;1;0;0;1;1;0;50;50;42;3;50;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BULO;2005;DAALA TIMUR;1;1;100.00;1;0;0;1;1;0;50;10;9;8;10;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BULO;2006;LENGGO;1;1;100.00;1;0;0;1;1;0;50;32;22;13;32;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BULO;2007;SABURA;1;1;100.00;1;0;0;1;1;0;61;55;39;32;55;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BULO;2008;SEPPORRAKI;1;1;100.00;0;1;1;1;1;0;11;10;6;6;0;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;BULO;2009;IHING;1;1;100.00;1;0;0;1;1;0;92;22;22;11;22;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;1001;PAPPANG;1;1;100.00;1;0;0;1;1;0;151;85;50;46;85;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2002;LALIKO;1;1;100.00;1;1;0;1;1;0;377;260;174;80;260;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2003;BONDE;1;1;100.00;1;0;0;1;1;0;263;23;13;7;23;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2004;KATUMBANGAN LEMO;1;1;100.00;1;1;0;1;1;0;35;25;12;8;25;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2005;PANYAMPA;1;1;100.00;1;0;0;1;1;0;218;58;38;26;58;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2006;SURUANG;1;1;100.00;1;0;0;1;1;0;183;10;6;6;10;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2007;LAMPOKO;1;1;100.00;1;0;0;1;1;0;367;10;1;1;10;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2008;KATUMBANGAN;1;1;100.00;1;0;0;1;1;0;52;41;24;14;41;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2009;LAPEO;1;1;100.00;0;1;0;1;1;0;262;20;16;4;0;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2010;PARAPPE;1;1;100.00;1;0;0;1;1;0;386;78;41;29;78;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2011;ONGKO;1;1;100.00;1;1;0;1;1;0;271;31;16;5;31;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2012;KENJE;1;1;100.00;1;0;0;1;1;0;287;72;40;38;72;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2013;SUMARRANG;1;1;100.00;1;1;0;1;1;0;22;21;13;13;21;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2014;BOTTO;1;1;100.00;1;0;0;1;1;0;253;33;23;16;33;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2015;GATTUNGAN;1;1;100.00;0;1;0;1;1;0;194;13;12;10;0;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2016;PADANG TIMUR;1;1;100.00;1;0;0;1;1;0;285;173;93;54;173;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2017;PADANG;1;1;100.00;1;0;0;1;1;0;84;82;36;21;82;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;CAMPALAGIAN;2018;LAGI-AGI;1;1;100.00;1;0;0;1;1;0;433;32;20;13;32;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;1001;LIMBORO;1;1;100.00;1;0;0;1;1;0;96;78;38;33;78;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2002;LEMBANG LEMBANG;1;1;100.00;1;0;0;1;1;0;211;37;18;13;37;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2003;TANDASURA;1;1;100.00;1;0;0;1;1;0;166;75;38;31;75;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2004;SAMASUNDU;1;1;100.00;1;0;0;1;1;0;151;41;27;24;41;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2005;NAPO;1;1;100.00;1;0;0;1;1;0;187;25;13;9;25;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2006;TODANG TODANG;1;1;100.00;1;0;0;1;1;0;69;41;22;5;41;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2007;PENDULANGAN;1;1;100.00;1;0;0;1;1;0;62;42;22;10;42;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2008;RENGGEANG;1;1;100.00;1;1;0;1;1;0;126;31;21;11;31;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2009;SALARRI;1;1;100.00;0;1;0;1;1;0;97;22;11;6;0;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2010;TANGAN BARU;1;1;100.00;1;1;0;1;1;0;106;45;18;12;45;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;LIMBORO;2011;PALECE;1;1;100.00;1;0;0;1;1;0;145;50;26;21;50;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;LUYO;1004;BATUPANGA;1;1;100.00;1;0;0;1;1;0;82;43;28;24;43;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2001;MAMBU;1;0;0.00;0;0;0;0;0;0;253;0;0;0;0;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2002;TENGGELANG;1;0;0.00;0;0;0;0;0;0;351;0;0;0;0;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2003;BARU;1;1;100.00;1;0;0;1;1;0;477;341;196;93;341;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2005;PUSSUI;1;0;0.00;0;0;0;0;0;0;50;0;0;0;0;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2006;MAPILI BARAT;1;1;100.00;1;1;0;1;1;0;381;91;47;39;91;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2007;SAMBALI WALI;1;1;100.00;1;1;0;1;1;0;266;33;20;16;33;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2008;BATUPANGA DAALA;1;1;100.00;1;1;0;1;1;0;307;10;9;8;10;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2009;LUYO;1;1;100.00;1;1;0;1;1;0;236;11;10;9;11;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2010;PUSSUI BARAT;1;1;100.00;1;1;0;1;1;0;32;28;23;14;28;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;LUYO;2011;PUCCADI;1;1;100.00;1;0;0;1;1;0;253;30;20;16;30;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;1001;MAPILI;1;1;100.00;1;1;0;1;1;0;250;35;25;16;35;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2002;UGIBARU;1;1;100.00;1;1;0;1;1;0;264;205;118;93;205;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2003;RUMPA;1;1;100.00;1;1;0;1;1;0;253;82;49;22;82;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2005;KURMA;1;1;100.00;1;0;0;1;1;0;309;33;20;16;33;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2007;BUKU;2;1;50.00;1;1;0;1;1;0;117;53;16;12;53;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2009;BONNE BONNE;1;1;100.00;1;0;0;1;1;0;196;41;16;9;41;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2011;BEROANGIN;1;1;100.00;1;1;0;1;1;0;188;100;99;67;100;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2015;SEGERANG;1;1;100.00;1;1;0;1;1;0;150;37;20;17;37;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2016;BONRA;1;1;100.00;1;0;0;1;1;0;286;45;14;9;45;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2017;SATTOKO;1;1;100.00;0;1;1;1;1;0;67;62;43;34;0;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2018;RAPPANG BARAT;1;1;100.00;0;1;1;1;1;0;268;110;75;55;0;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;MAPILLI;2019;LANDI KANUSUANG;1;1;100.00;1;1;0;1;1;0;309;82;60;38;82;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;1001;MATAKALI;1;1;100.00;1;0;0;1;1;0;506;15;8;6;15;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2002;PETAMPANUA;1;1;100.00;2;2;0;2;2;0;96;84;62;43;84;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2003;BARUMBUNG;1;1;100.00;1;1;0;1;1;0;437;134;73;30;134;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2004;PASIANG;1;1;100.00;1;1;0;1;1;0;511;132;95;79;132;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2005;TONROLIMA;1;1;100.00;1;1;0;1;1;0;92;24;13;11;24;SEPTEMBER
SULAWESI BARAT;POLEWALI MANDAR;MATAKALI;2006;INDOMAKKOMBONG;1;1;100.00;1;0;0;1;1;0;485;16;8;7;16;SEPTEMBER
