;PROVINSI;KABUPATEN;KECAMATAN;KELURAHAN;SIDAYA;BULAN
585;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;KATIMBANG;2;SEPTEMBER
586;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;LILLI;2;SEPTEMBER
587;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;MAMBU TAPUA;2;SEPTEMBER
588;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;MATANGNGA;4;SEPTEMBER
589;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;RANGOAN;2;SEPTEMBER
590;SULAWESI BARAT;POLEWALI MANDAR;MATANGNGA;TAPUA;3;SEPTEMBER
591;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;DARMA;31;SEPTEMBER
592;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;LANTORA;9;SEPTEMBER
593;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;MADATE;28;SEPTEMBER
594;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;MANDING;17;SEPTEMBER
595;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;PEKKABATA;9;SEPTEMBER
596;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;POLEWALI;25;SEPTEMBER
597;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;SULEWATANG;12;SEPTEMBER
598;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;TAKATIDUNG;24;SEPTEMBER
599;SULAWESI BARAT;POLEWALI MANDAR;POLEWALI;WATTANG;0;SEPTEMBER
600;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;BANATO REJO;9;SEPTEMBER
601;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;BATU;0;SEPTEMBER
602;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;BUSSU;4;SEPTEMBER
603;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;DAKKA;0;SEPTEMBER
604;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;JAMBU MALEA;9;SEPTEMBER
605;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;KALIMBUA;3;SEPTEMBER
606;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;KURRAK;2;SEPTEMBER
607;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;PALATTA;0;SEPTEMBER
608;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;PELITAKAN;2;SEPTEMBER
609;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;RAPPANG;0;SEPTEMBER
610;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;RISO;0;SEPTEMBER
611;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;TAPANGO;0;SEPTEMBER
612;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;TAPANGO BARAT;2;SEPTEMBER
613;SULAWESI BARAT;POLEWALI MANDAR;TAPANGO;TUTTULA;7;SEPTEMBER
614;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;BATULAYA;12;SEPTEMBER
615;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;GALUNG LOMBOK;59;SEPTEMBER
616;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;KARAMA;18;SEPTEMBER
617;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;LEKOPADIS;12;SEPTEMBER
618;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;SEPABATU;12;SEPTEMBER
619;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;TANDUNG;2;SEPTEMBER
620;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;TANGNGA TANGNGA;16;SEPTEMBER
621;SULAWESI BARAT;POLEWALI MANDAR;TINAMBUNG;TINAMBUNG;4;SEPTEMBER
622;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;AMBOPADANG;4;SEPTEMBER
623;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;ARABUA;9;SEPTEMBER
624;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;BESOANGIN;0;SEPTEMBER
625;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;BESOANGIN UTARA;0;SEPTEMBER
626;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;PEBURRU;5;SEPTEMBER
627;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;PIRIANG TAPIKO;0;SEPTEMBER
628;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;PODA;0;SEPTEMBER
629;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;POLLEWANI;10;SEPTEMBER
630;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;RATTE;0;SEPTEMBER
631;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;TALOBA;2;SEPTEMBER
632;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;TARAMANU;7;SEPTEMBER
633;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;TARAMANU TUA;2;SEPTEMBER
634;SULAWESI BARAT;POLEWALI MANDAR;TUTAR;TUBBI;6;SEPTEMBER
635;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;ARJO SARI;0;SEPTEMBER
636;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;BAKKA-BAKKA;16;SEPTEMBER
637;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;BANUA BARU;8;SEPTEMBER
638;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;BUMIAYU;21;SEPTEMBER
639;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;BUMIMULYO;15;SEPTEMBER
640;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;CAMPURJO;11;SEPTEMBER
641;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;GALESON;24;SEPTEMBER
642;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;KEBUNSARI;10;SEPTEMBER
643;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;NEPO;10;SEPTEMBER
644;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;SIDODADI;31;SEPTEMBER
645;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;SIDOREJO;29;SEPTEMBER
646;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;SUGIHWARAS;17;SEPTEMBER
647;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;SUMBEREJO;34;SEPTEMBER
648;SULAWESI BARAT;POLEWALI MANDAR;WONOMULYO;TUMPILING;43;SEPTEMBER
;SULAWESI BARAT;MAJENE;BANGGAE;BANGGAE;0;OKTOBER
;SULAWESI BARAT;MAJENE;BANGGAE;BARU;31;OKTOBER
;SULAWESI BARAT;MAJENE;BANGGAE;GALUNG;28;OKTOBER
;SULAWESI BARAT;MAJENE;BANGGAE;PALIPI SOREANG;0;OKTOBER
;SULAWESI BARAT;MAJENE;BANGGAE;PAMBOBORANG;13;OKTOBER
;SULAWESI BARAT;MAJENE;BANGGAE;PANGALI ALI;14;OKTOBER
;SULAWESI BARAT;MAJENE;BANGGAE;RANGAS;26;OKTOBER
;SULAWESI BARAT;MAJENE;BANGGAE;TOTOLI;10;OKTOBER
;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;BARUGA;8;OKTOBER
;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;BARUGA DHUA;7;OKTOBER
;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;BAURUNG;16;OKTOBER
;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;BUTTU BARUGA;3;OKTOBER
;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;LABUANG;9;OKTOBER
;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;LABUANG UTARA;9;OKTOBER
;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;LEMBANG;10;OKTOBER
;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;TANDE;7;OKTOBER
;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;TANDE TIMUR;9;OKTOBER
;SULAWESI BARAT;MAJENE;MALUNDA;BAMBANGAN;6;OKTOBER
;SULAWESI BARAT;MAJENE;MALUNDA;KAYUANGIN;5;OKTOBER
;SULAWESI BARAT;MAJENE;MALUNDA;LAMUNGANG BATU;8;OKTOBER
;SULAWESI BARAT;MAJENE;MALUNDA;LOMBANG;2;OKTOBER
;SULAWESI BARAT;MAJENE;MALUNDA;LOMBANG TIMUR;2;OKTOBER
;SULAWESI BARAT;MAJENE;MALUNDA;LOMBONG;11;OKTOBER
;SULAWESI BARAT;MAJENE;MALUNDA;LOMBONG TIMUR;6;OKTOBER
;SULAWESI BARAT;MAJENE;MALUNDA;MALIAYA;4;OKTOBER
;SULAWESI BARAT;MAJENE;MALUNDA;MALUNDA;2;OKTOBER
;SULAWESI BARAT;MAJENE;MALUNDA;MEKKATTA;6;OKTOBER
;SULAWESI BARAT;MAJENE;MALUNDA;MEKKATTA SELATAN;4;OKTOBER
;SULAWESI BARAT;MAJENE;MALUNDA;SALUTAHONGAN;0;OKTOBER
;SULAWESI BARAT;MAJENE;PAMBOANG;ADOLANG;10;OKTOBER
;SULAWESI BARAT;MAJENE;PAMBOANG;ADOLANG DHUA;8;OKTOBER
;SULAWESI BARAT;MAJENE;PAMBOANG;BABABULO;5;OKTOBER
;SULAWESI BARAT;MAJENE;PAMBOANG;BABABULO UTARA;2;OKTOBER
;SULAWESI BARAT;MAJENE;PAMBOANG;BALOMBONG;1;OKTOBER
;SULAWESI BARAT;MAJENE;PAMBOANG;BANUA ADOLANG;5;OKTOBER
;SULAWESI BARAT;MAJENE;PAMBOANG;BETTENG;4;OKTOBER
;SULAWESI BARAT;MAJENE;PAMBOANG;BONDE;13;OKTOBER
;SULAWESI BARAT;MAJENE;PAMBOANG;BONDE UTARA;9;OKTOBER
;SULAWESI BARAT;MAJENE;PAMBOANG;BUTTU PAMBOANG;6;OKTOBER
;SULAWESI BARAT;MAJENE;PAMBOANG;LALAMPANUA;10;OKTOBER
;SULAWESI BARAT;MAJENE;PAMBOANG;PESULOANG;6;OKTOBER
;SULAWESI BARAT;MAJENE;PAMBOANG;SIMBANG;5;OKTOBER
;SULAWESI BARAT;MAJENE;PAMBOANG;SIRINDU;7;OKTOBER
;SULAWESI BARAT;MAJENE;PAMBOANG;TINAMBUNG;16;OKTOBER
;SULAWESI BARAT;MAJENE;SENDANA;BANUA SENDANA;11;OKTOBER
;SULAWESI BARAT;MAJENE;SENDANA;BINANGA;6;OKTOBER
;SULAWESI BARAT;MAJENE;SENDANA;BUKIT SAMANG;7;OKTOBER
;SULAWESI BARAT;MAJENE;SENDANA;LALATEDZONG;5;OKTOBER
;SULAWESI BARAT;MAJENE;SENDANA;LEPPANGANG;3;OKTOBER
;SULAWESI BARAT;MAJENE;SENDANA;LIMBORO RAMBU-RAMBU;3;OKTOBER
;SULAWESI BARAT;MAJENE;SENDANA;LIMBUA;11;OKTOBER
;SULAWESI BARAT;MAJENE;SENDANA;MOSSO;19;OKTOBER
;SULAWESI BARAT;MAJENE;SENDANA;MOSSO DHUA;6;OKTOBER
;SULAWESI BARAT;MAJENE;SENDANA;PAMINGGALAN;7;OKTOBER
;SULAWESI BARAT;MAJENE;SENDANA;PUNDAU;11;OKTOBER
;SULAWESI BARAT;MAJENE;SENDANA;PUTTADA;5;OKTOBER
;SULAWESI BARAT;MAJENE;SENDANA;SENDANA;9;OKTOBER
;SULAWESI BARAT;MAJENE;SENDANA;TALLUBANUA;4;OKTOBER
;SULAWESI BARAT;MAJENE;SENDANA;TALLUBANUA UTARA;10;OKTOBER
;SULAWESI BARAT;MAJENE;SENDANA;TOTOLISI SENDANA;15;OKTOBER
;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;AWO;0;OKTOBER
;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;MANYAMBA;0;OKTOBER
;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;SEPPONG;0;OKTOBER
;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;TALLAMBALAO;0;OKTOBER
;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;TAMMERODO;0;OKTOBER
;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;TAMMERODO UTARA;0;OKTOBER
;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;ULIDANG;0;OKTOBER
;SULAWESI BARAT;MAJENE;TUBO SENDANA;BONDE BONDE;4;OKTOBER
;SULAWESI BARAT;MAJENE;TUBO SENDANA;ONANG;1;OKTOBER
;SULAWESI BARAT;MAJENE;TUBO SENDANA;ONANG UTARA;5;OKTOBER
;SULAWESI BARAT;MAJENE;TUBO SENDANA;TUBO;12;OKTOBER
;SULAWESI BARAT;MAJENE;TUBO SENDANA;TUBO POANG;4;OKTOBER
;SULAWESI BARAT;MAJENE;TUBO SENDANA;TUBO SELATAN;9;OKTOBER
;SULAWESI BARAT;MAJENE;TUBO SENDANA;TUBO TENGAH;7;OKTOBER
;SULAWESI BARAT;MAJENE;ULUMANDA;KABIRAAN;3;OKTOBER
;SULAWESI BARAT;MAJENE;ULUMANDA;PANGGALO;6;OKTOBER
;SULAWESI BARAT;MAJENE;ULUMANDA;POPENGA;5;OKTOBER
;SULAWESI BARAT;MAJENE;ULUMANDA;SALUTAMBUNG;4;OKTOBER
;SULAWESI BARAT;MAJENE;ULUMANDA;SAMBABO;3;OKTOBER
;SULAWESI BARAT;MAJENE;ULUMANDA;SULAI;8;OKTOBER
;SULAWESI BARAT;MAJENE;ULUMANDA;TANDEALLO;0;OKTOBER
;SULAWESI BARAT;MAJENE;ULUMANDA;ULUMANDA;6;OKTOBER
;SULAWESI BARAT;MAMASA;ARALLE;ARALLE;0;OKTOBER
;SULAWESI BARAT;MAMASA;ARALLE;ARALLE SELATAN;0;OKTOBER
;SULAWESI BARAT;MAMASA;ARALLE;ARALLE UTARA;0;OKTOBER
;SULAWESI BARAT;MAMASA;ARALLE;BARURU;0;OKTOBER
;SULAWESI BARAT;MAMASA;ARALLE;HAHANGAN;0;OKTOBER
;SULAWESI BARAT;MAMASA;ARALLE;KALABE;0;OKTOBER
;SULAWESI BARAT;MAMASA;ARALLE;PAMOSEANG PANGGA;0;OKTOBER
;SULAWESI BARAT;MAMASA;ARALLE;PANETEAN;0;OKTOBER
;SULAWESI BARAT;MAMASA;ARALLE;RALLE ANAK;0;OKTOBER
;SULAWESI BARAT;MAMASA;ARALLE;RALLEANAK UTARA;0;OKTOBER
;SULAWESI BARAT;MAMASA;ARALLE;UHAIDAHO;0;OKTOBER
;SULAWESI BARAT;MAMASA;ARALLE;UHAILANU;0;OKTOBER
;SULAWESI BARAT;MAMASA;BALLA;BALLA;2;OKTOBER
;SULAWESI BARAT;MAMASA;BALLA;BALLA BARAT;0;OKTOBER
;SULAWESI BARAT;MAMASA;BALLA;BALLA SATANETEAN;0;OKTOBER
;SULAWESI BARAT;MAMASA;BALLA;BALLA TIMUR;0;OKTOBER
;SULAWESI BARAT;MAMASA;BALLA;BALLA TUMUKA;10;OKTOBER
;SULAWESI BARAT;MAMASA;BALLA;BAMBAPUANG;0;OKTOBER
;SULAWESI BARAT;MAMASA;BALLA;PIDARA;0;OKTOBER
;SULAWESI BARAT;MAMASA;BALLA;SEPAKUAN;7;OKTOBER
;SULAWESI BARAT;MAMASA;BAMBANG;BALATANA;0;OKTOBER
;SULAWESI BARAT;MAMASA;BAMBANG;BAMBANG;0;OKTOBER
;SULAWESI BARAT;MAMASA;BAMBANG;BAMBANG TIMUR;0;OKTOBER
;SULAWESI BARAT;MAMASA;BAMBANG;LIMBADEBATA;0;OKTOBER
;SULAWESI BARAT;MAMASA;BAMBANG;MASOSO;0;OKTOBER
;SULAWESI BARAT;MAMASA;BAMBANG;MINANGA;0;OKTOBER
;SULAWESI BARAT;MAMASA;BAMBANG;MOKALLANG;0;OKTOBER
;SULAWESI BARAT;MAMASA;BAMBANG;RANTELEMO;0;OKTOBER
;SULAWESI BARAT;MAMASA;BAMBANG;RANTETARIMA;0;OKTOBER
;SULAWESI BARAT;MAMASA;BAMBANG;SALUASSING;0;OKTOBER
;SULAWESI BARAT;MAMASA;BAMBANG;SALUBULO;0;OKTOBER
;SULAWESI BARAT;MAMASA;BAMBANG;SALUDENGEN;0;OKTOBER
;SULAWESI BARAT;MAMASA;BAMBANG;SALUKADI;3;OKTOBER
;SULAWESI BARAT;MAMASA;BAMBANG;SALUKEPOPOK;0;OKTOBER
;SULAWESI BARAT;MAMASA;BAMBANG;SALURURU;0;OKTOBER
;SULAWESI BARAT;MAMASA;BAMBANG;SALUTABANG;0;OKTOBER
;SULAWESI BARAT;MAMASA;BAMBANG;SIKAMASE;0;OKTOBER
;SULAWESI BARAT;MAMASA;BAMBANG;TANETE TOMBA;0;OKTOBER
;SULAWESI BARAT;MAMASA;BAMBANG;ULUMAMBI;0;OKTOBER
;SULAWESI BARAT;MAMASA;BAMBANG;ULUMAMBI BARAT;0;OKTOBER
;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;ARALLE TIMUR;0;OKTOBER
;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;BUNTUMALANGKA;0;OKTOBER
;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;KABAE;0;OKTOBER
;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;KEBANGA;0;OKTOBER
;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;PENATANGAN;0;OKTOBER
;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;RANTEBERAN;0;OKTOBER
;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;SALURINDU;0;OKTOBER
;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;SALUTAMBUN;0;OKTOBER
;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;SALUTAMBUN BARAT;0;OKTOBER
;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;SALUTAMBUN TIMUR;0;OKTOBER
;SULAWESI BARAT;MAMASA;BUNTUMALANGKA;TAORA;0;OKTOBER
;SULAWESI BARAT;MAMASA;MAMASA;BOMBONG LAMBE;9;OKTOBER
;SULAWESI BARAT;MAMASA;MAMASA;BUBUN BATU;0;OKTOBER
;SULAWESI BARAT;MAMASA;MAMASA;BUNTU BUDA;9;OKTOBER
;SULAWESI BARAT;MAMASA;MAMASA;LAMBANAN;0;OKTOBER
;SULAWESI BARAT;MAMASA;MAMASA;LEMBANA SALULO;9;OKTOBER
;SULAWESI BARAT;MAMASA;MAMASA;MAMASA;3;OKTOBER
;SULAWESI BARAT;MAMASA;MAMASA;MAMBULILING;0;OKTOBER
;SULAWESI BARAT;MAMASA;MAMASA;OSANGO;0;OKTOBER
;SULAWESI BARAT;MAMASA;MAMASA;PEBASSIAN;0;OKTOBER
;SULAWESI BARAT;MAMASA;MAMASA;RAMBUSARATU;0;OKTOBER
;SULAWESI BARAT;MAMASA;MAMASA;TAUPE;0;OKTOBER
;SULAWESI BARAT;MAMASA;MAMASA;TONDOK BAKARU;0;OKTOBER
;SULAWESI BARAT;MAMASA;MAMBI;BUJUNG MANURUNG;0;OKTOBER
;SULAWESI BARAT;MAMASA;MAMBI;INDOBANUA;0;OKTOBER
;SULAWESI BARAT;MAMASA;MAMBI;MAMBI;0;OKTOBER
;SULAWESI BARAT;MAMASA;MAMBI;PAMOSEAN;0;OKTOBER
;SULAWESI BARAT;MAMASA;MAMBI;RANTEBULAHAN;0;OKTOBER
;SULAWESI BARAT;MAMASA;MAMBI;SALU ALO;0;OKTOBER
;SULAWESI BARAT;MAMASA;MAMBI;SALUBANUA;0;OKTOBER
;SULAWESI BARAT;MAMASA;MAMBI;SALUDURIAN;0;OKTOBER
;SULAWESI BARAT;MAMASA;MAMBI;SELUMAKA;0;OKTOBER
;SULAWESI BARAT;MAMASA;MAMBI;SENDANA;0;OKTOBER
;SULAWESI BARAT;MAMASA;MAMBI;SONDONGLAYU;0;OKTOBER
;SULAWESI BARAT;MAMASA;MAMBI;TALIPUKKI;0;OKTOBER
;SULAWESI BARAT;MAMASA;MAMBI;TAPALINA;0;OKTOBER
;SULAWESI BARAT;MAMASA;MEHALAAN;BOTTENG;0;OKTOBER
;SULAWESI BARAT;MAMASA;MEHALAAN;KONDO;0;OKTOBER
;SULAWESI BARAT;MAMASA;MEHALAAN;LEKO SUKAMAJU;0;OKTOBER
;SULAWESI BARAT;MAMASA;MEHALAAN;MEHALAAN;0;OKTOBER
;SULAWESI BARAT;MAMASA;MEHALAAN;MEHALAAN BARAT;0;OKTOBER
;SULAWESI BARAT;MAMASA;MEHALAAN;MESAKADA;0;OKTOBER
;SULAWESI BARAT;MAMASA;MEHALAAN;PASSEMBUK;0;OKTOBER
;SULAWESI BARAT;MAMASA;MEHALAAN;SALUAHOK;0;OKTOBER
;SULAWESI BARAT;MAMASA;MEHALAAN;SALUBALO;0;OKTOBER
;SULAWESI BARAT;MAMASA;MEHALAAN;SALUKONTA;0;OKTOBER
;SULAWESI BARAT;MAMASA;MEHALAAN;ULUMEA;0;OKTOBER
;SULAWESI BARAT;MAMASA;MESSAWA;MAKUANG;0;OKTOBER
;SULAWESI BARAT;MAMASA;MESSAWA;MALIMBONG;0;OKTOBER
;SULAWESI BARAT;MAMASA;MESSAWA;MATANDE;0;OKTOBER
;SULAWESI BARAT;MAMASA;MESSAWA;MESSAWA;0;OKTOBER
;SULAWESI BARAT;MAMASA;MESSAWA;PASMA MAMBU;0;OKTOBER
;SULAWESI BARAT;MAMASA;MESSAWA;RIPPUNG;0;OKTOBER
;SULAWESI BARAT;MAMASA;MESSAWA;SEPANG;0;OKTOBER
;SULAWESI BARAT;MAMASA;MESSAWA;SIPAI;0;OKTOBER
;SULAWESI BARAT;MAMASA;MESSAWA;TANETE BATU;0;OKTOBER
;SULAWESI BARAT;MAMASA;NOSU;BATUPAPAN;0;OKTOBER
;SULAWESI BARAT;MAMASA;NOSU;MASEWWE;0;OKTOBER
;SULAWESI BARAT;MAMASA;NOSU;MINANGA;0;OKTOBER
;SULAWESI BARAT;MAMASA;NOSU;MINANGA TIMUR;0;OKTOBER
;SULAWESI BARAT;MAMASA;NOSU;NOSU;0;OKTOBER
;SULAWESI BARAT;MAMASA;NOSU;PARINDING;0;OKTOBER
;SULAWESI BARAT;MAMASA;NOSU;SIWI;0;OKTOBER
;SULAWESI BARAT;MAMASA;PANA;DATUBARINGAN;0;OKTOBER
;SULAWESI BARAT;MAMASA;PANA;KARAKA;0;OKTOBER
;SULAWESI BARAT;MAMASA;PANA;MAMULLU;0;OKTOBER
;SULAWESI BARAT;MAMASA;PANA;MANIPI;0;OKTOBER
;SULAWESI BARAT;MAMASA;PANA;PANA;0;OKTOBER
;SULAWESI BARAT;MAMASA;PANA;PANURA;0;OKTOBER
;SULAWESI BARAT;MAMASA;PANA;SALOAN;0;OKTOBER
;SULAWESI BARAT;MAMASA;PANA;SALUTAMBUN;0;OKTOBER
;SULAWESI BARAT;MAMASA;PANA;SAPAN;0;OKTOBER
;SULAWESI BARAT;MAMASA;PANA;TALLANG BULAWAN;0;OKTOBER
;SULAWESI BARAT;MAMASA;PANA;ULUSALU;0;OKTOBER
;SULAWESI BARAT;MAMASA;PANA;ULUSALU INDAH;0;OKTOBER
;SULAWESI BARAT;MAMASA;PANA;WERI;0;OKTOBER
;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;BAMBANG BUDA;0;OKTOBER
;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;BUANGIN;0;OKTOBER
;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;KIRAK;0;OKTOBER
;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;LEKO;0;OKTOBER
;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;SALUMOKANAN;6;OKTOBER
;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;SALUMOKANAN BARAT;0;OKTOBER
;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;SALUMOKANAN UTARA;0;OKTOBER
;SULAWESI BARAT;MAMASA;RANTEBULAHAN TIMUR;SAMPALE;0;OKTOBER
;SULAWESI BARAT;MAMASA;SESENAPADANG;LISUAN ADA;0;OKTOBER
;SULAWESI BARAT;MAMASA;SESENAPADANG;MALANGKENA PADANG;0;OKTOBER
;SULAWESI BARAT;MAMASA;SESENAPADANG;MALIMBONG;0;OKTOBER
;SULAWESI BARAT;MAMASA;SESENAPADANG;MARAMPAN OROBUA;0;OKTOBER
;SULAWESI BARAT;MAMASA;SESENAPADANG;OROBUA;0;OKTOBER
;SULAWESI BARAT;MAMASA;SESENAPADANG;OROBUA SELATAN;0;OKTOBER
;SULAWESI BARAT;MAMASA;SESENAPADANG;OROBUA TIMUR;0;OKTOBER
;SULAWESI BARAT;MAMASA;SESENAPADANG;PALADAN;0;OKTOBER
;SULAWESI BARAT;MAMASA;SESENAPADANG;RANTE PUANG;0;OKTOBER
;SULAWESI BARAT;MAMASA;SESENAPADANG;SATENETEAN;0;OKTOBER
;SULAWESI BARAT;MAMASA;SUMARORONG;BANEA;0;OKTOBER
;SULAWESI BARAT;MAMASA;SUMARORONG;BATANG URU;0;OKTOBER
;SULAWESI BARAT;MAMASA;SUMARORONG;BATANGNGURU TIMUR;0;OKTOBER
;SULAWESI BARAT;MAMASA;SUMARORONG;RANTE KAMASE;0;OKTOBER
;SULAWESI BARAT;MAMASA;SUMARORONG;SALUBALO;0;OKTOBER
;SULAWESI BARAT;MAMASA;SUMARORONG;SASAKAN;0;OKTOBER
;SULAWESI BARAT;MAMASA;SUMARORONG;SIBANAWA;0;OKTOBER
;SULAWESI BARAT;MAMASA;SUMARORONG;SUMARORONG;0;OKTOBER
;SULAWESI BARAT;MAMASA;SUMARORONG;TABONE;0;OKTOBER
;SULAWESI BARAT;MAMASA;SUMARORONG;TADISI;0;OKTOBER
;SULAWESI BARAT;MAMASA;TABANG;BAKADISURA;0;OKTOBER
;SULAWESI BARAT;MAMASA;TABANG;KALAMA;0;OKTOBER
;SULAWESI BARAT;MAMASA;TABANG;MASUPU;0;OKTOBER
;SULAWESI BARAT;MAMASA;TABANG;SALUKONA;0;OKTOBER
;SULAWESI BARAT;MAMASA;TABANG;TABANG;0;OKTOBER
;SULAWESI BARAT;MAMASA;TABANG;TABANG BARAT;0;OKTOBER
;SULAWESI BARAT;MAMASA;TABANG;TADOKALUA;0;OKTOBER
;SULAWESI BARAT;MAMASA;TABULAHAN;BURANA;0;OKTOBER
;SULAWESI BARAT;MAMASA;TABULAHAN;GANDANG DEWATA;0;OKTOBER
;SULAWESI BARAT;MAMASA;TABULAHAN;LAKAHANG;0;OKTOBER
;SULAWESI BARAT;MAMASA;TABULAHAN;LAKAHANG UTAMA;0;OKTOBER
;SULAWESI BARAT;MAMASA;TABULAHAN;MALATIRO;0;OKTOBER
;SULAWESI BARAT;MAMASA;TABULAHAN;PANGANDARAN;0;OKTOBER
;SULAWESI BARAT;MAMASA;TABULAHAN;PERIANGAN;0;OKTOBER
;SULAWESI BARAT;MAMASA;TABULAHAN;PEU';0;OKTOBER
;SULAWESI BARAT;MAMASA;TABULAHAN;SALUBAKKA;0;OKTOBER
;SULAWESI BARAT;MAMASA;TABULAHAN;SALULEANG;0;OKTOBER
;SULAWESI BARAT;MAMASA;TABULAHAN;TABULAHAN;0;OKTOBER
;SULAWESI BARAT;MAMASA;TABULAHAN;TALOPAK;0;OKTOBER
;SULAWESI BARAT;MAMASA;TABULAHAN;TAMPAK KURRA;0;OKTOBER
;SULAWESI BARAT;MAMASA;TABULAHAN;TIMORO;0;OKTOBER
;SULAWESI BARAT;MAMASA;TANDUK KALUA;BALLABATU;0;OKTOBER
