PROVINSI;KABUPATEN;KECAMATAN;KELURAHAN;JUMLAH SASARAN;JUMLAH DITIMBANG;BULAN
SULAWESI BARAT;MAMUJU;MAMUJU;KAREMA;634;;OKTOBER
SULAWESI BARAT;MAMUJU;MAMUJU;RIMUKU;;;OKTOBER
SULAWESI BARAT;MAMUJU;MAMUJU;BAMBU;429;241;OKTOBER
SULAWESI BARAT;MAMUJU;MAMUJU;KARAMPUANG;306;272;OKTOBER
SULAWESI BARAT;MAMUJU;MAMUJU;TADUI;335;170;OKTOBER
SULAWESI BARAT;MAMUJU;MAMUJU;BATU PANNU;162;131;OKTOBER
SULAWESI BARAT;MAMUJU;TAPALANG;GALUNG;268;261;OKTOBER
SULAWESI BARAT;MAMUJU;TAPALANG;KASAMBANG;189;140;OKTOBER
SULAWESI BARAT;MAMUJU;TAPALANG;DAYANGINNA;;;OKTOBER
SULAWESI BARAT;MAMUJU;TAPALANG;OROBATU;;;OKTOBER
SULAWESI BARAT;MAMUJU;TAPALANG;TAKANDEANG;;;OKTOBER
SULAWESI BARAT;MAMUJU;TAPALANG;BELA;;;OKTOBER
SULAWESI BARAT;MAMUJU;TAPALANG;TAAN;287;197;OKTOBER
SULAWESI BARAT;MAMUJU;TAPALANG;TAMPALANG;183;144;OKTOBER
SULAWESI BARAT;MAMUJU;TAPALANG;RANTEDODA;95;79;OKTOBER
SULAWESI BARAT;MAMUJU;TAPALANG;KOPEANG;72;47;OKTOBER
SULAWESI BARAT;MAMUJU;KALUKKU;SINYONYOI;;;OKTOBER
SULAWESI BARAT;MAMUJU;KALUKKU;BEBANGA;;;OKTOBER
SULAWESI BARAT;MAMUJU;KALUKKU;KALUKKU;439;247;OKTOBER
SULAWESI BARAT;MAMUJU;KALUKKU;SINYONYOI SELATAN;;;OKTOBER
SULAWESI BARAT;MAMUJU;KALUKKU;SONDOANG;;;OKTOBER
SULAWESI BARAT;MAMUJU;KALUKKU;BERU-BERU;420;343;OKTOBER
SULAWESI BARAT;MAMUJU;KALUKKU;BELANG BELANG;359;359;OKTOBER
SULAWESI BARAT;MAMUJU;KALUKKU;KABULOANG;361;271;OKTOBER
SULAWESI BARAT;MAMUJU;KALUKKU;KEANG;;;OKTOBER
SULAWESI BARAT;MAMUJU;KALUKKU;POKKANG;185;177;OKTOBER
SULAWESI BARAT;MAMUJU;KALUKKU;GULILING;110;108;OKTOBER
SULAWESI BARAT;MAMUJU;KALUKKU;UHAIMATE;;;OKTOBER
SULAWESI BARAT;MAMUJU;KALUKKU;KALUKKU BARAT;;;OKTOBER
SULAWESI BARAT;MAMUJU;KALUKKU;PAMMULUKANG;;;OKTOBER
SULAWESI BARAT;MAMUJU;KALUMPANG;KALUMPANG;;;OKTOBER
SULAWESI BARAT;MAMUJU;KALUMPANG;KARATAUN;;;OKTOBER
SULAWESI BARAT;MAMUJU;KALUMPANG;KARAMA;;;OKTOBER
SULAWESI BARAT;MAMUJU;KALUMPANG;SIRAUN;;;OKTOBER
SULAWESI BARAT;MAMUJU;KALUMPANG;TUMOGA;;;OKTOBER
SULAWESI BARAT;MAMUJU;KALUMPANG;SALUMAKKI;;;OKTOBER
SULAWESI BARAT;MAMUJU;KALUMPANG;POLIO;;;OKTOBER
SULAWESI BARAT;MAMUJU;KALUMPANG;LIMBONG;;;OKTOBER
SULAWESI BARAT;MAMUJU;KALUMPANG;SANDAPANG;;;OKTOBER
SULAWESI BARAT;MAMUJU;KALUMPANG;KONDO BULO;;;OKTOBER
SULAWESI BARAT;MAMUJU;KALUMPANG;MAKKALIKI;;;OKTOBER
SULAWESI BARAT;MAMUJU;KALUMPANG;BATU MAKKADA;;;OKTOBER
SULAWESI BARAT;MAMUJU;KALUMPANG;LASA';;;OKTOBER
SULAWESI BARAT;MAMUJU;PAPALANG;TOABO;;;OKTOBER
SULAWESI BARAT;MAMUJU;PAPALANG;PAPALANG;469;426;OKTOBER
SULAWESI BARAT;MAMUJU;PAPALANG;BONDA;;;OKTOBER
SULAWESI BARAT;MAMUJU;PAPALANG;TOPORE;221;202;OKTOBER
SULAWESI BARAT;MAMUJU;PAPALANG;SALUKAYU;166;151;OKTOBER
SULAWESI BARAT;MAMUJU;PAPALANG;SUKADAMAI;48;48;OKTOBER
SULAWESI BARAT;MAMUJU;PAPALANG;BODA-BODA;117;110;OKTOBER
SULAWESI BARAT;MAMUJU;PAPALANG;SISANGO;56;55;OKTOBER
SULAWESI BARAT;MAMUJU;PAPALANG;BATU AMPA;141;133;OKTOBER
SULAWESI BARAT;MAMUJU;SAMPAGA;BUNDE;;;OKTOBER
SULAWESI BARAT;MAMUJU;SAMPAGA;KALONDING;;;OKTOBER
SULAWESI BARAT;MAMUJU;SAMPAGA;TARAILU;;;OKTOBER
SULAWESI BARAT;MAMUJU;SAMPAGA;SAMPAGA;120;112;OKTOBER
SULAWESI BARAT;MAMUJU;SAMPAGA;TANAMBUAH;43;42;OKTOBER
SULAWESI BARAT;MAMUJU;SAMPAGA;SALUBARANA;57;57;OKTOBER
SULAWESI BARAT;MAMUJU;SAMPAGA;LOSSO;;;OKTOBER
SULAWESI BARAT;MAMUJU;TOMMO;TOMMO;201;184;OKTOBER
SULAWESI BARAT;MAMUJU;TOMMO;CAMPALOGA;267;182;OKTOBER
SULAWESI BARAT;MAMUJU;TOMMO;BUANA SAKTI;131;110;OKTOBER
SULAWESI BARAT;MAMUJU;TOMMO;TAMEMONGGA;114;104;OKTOBER
SULAWESI BARAT;MAMUJU;TOMMO;TAMEJARRA;147;130;OKTOBER
SULAWESI BARAT;MAMUJU;TOMMO;RANTEMARIO;103;94;OKTOBER
SULAWESI BARAT;MAMUJU;TOMMO;MALINO;65;57;OKTOBER
SULAWESI BARAT;MAMUJU;TOMMO;KAKULLASANG;221;169;OKTOBER
SULAWESI BARAT;MAMUJU;TOMMO;LELING;95;79;OKTOBER
SULAWESI BARAT;MAMUJU;TOMMO;KALEPU;69;69;OKTOBER
SULAWESI BARAT;MAMUJU;TOMMO;SANDANA;106;83;OKTOBER
SULAWESI BARAT;MAMUJU;TOMMO;LELING BARAT;153;107;OKTOBER
SULAWESI BARAT;MAMUJU;TOMMO;LELING UTARA;88;81;OKTOBER
SULAWESI BARAT;MAMUJU;TOMMO;SALUDENGEN;98;97;OKTOBER
SULAWESI BARAT;MAMUJU;SIMBORO;SIMBORO;1912;334;OKTOBER
SULAWESI BARAT;MAMUJU;SIMBORO;RANGAS;646;317;OKTOBER
SULAWESI BARAT;MAMUJU;SIMBORO;BOTTENG;;;OKTOBER
SULAWESI BARAT;MAMUJU;SIMBORO;SALETTO;;;OKTOBER
SULAWESI BARAT;MAMUJU;SIMBORO;SUMARE;;;OKTOBER
SULAWESI BARAT;MAMUJU;SIMBORO;BOTTENG UTARA;;;OKTOBER
SULAWESI BARAT;MAMUJU;SIMBORO;TAPANDULLU;;;OKTOBER
SULAWESI BARAT;MAMUJU;SIMBORO;PATI'DI;163;74;OKTOBER
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;DUNGKAIT;;;OKTOBER
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;LEBANI;;;OKTOBER
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;LABUANG RANO;;;OKTOBER
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;PASABU;;;OKTOBER
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;TANETE PAO;;;OKTOBER
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;PANGASAAN;;;OKTOBER
SULAWESI BARAT;MAMUJU;TAPALANG BARAT;AHU;;;OKTOBER
SULAWESI BARAT;MAMUJU;BONEHAU;BONEHAU;;;OKTOBER
SULAWESI BARAT;MAMUJU;BONEHAU;SALUTIWO;;;OKTOBER
SULAWESI BARAT;MAMUJU;BONEHAU;BUTTUADA;;;OKTOBER
SULAWESI BARAT;MAMUJU;BONEHAU;TAMALEA;;;OKTOBER
SULAWESI BARAT;MAMUJU;BONEHAU;LUMIKA;;;OKTOBER
SULAWESI BARAT;MAMUJU;BONEHAU;MAPPU;;;OKTOBER
SULAWESI BARAT;MAMUJU;BONEHAU;BANUADA;;;OKTOBER
SULAWESI BARAT;MAMUJU;BONEHAU;HINUA;43;41;OKTOBER
SULAWESI BARAT;MAMUJU;BONEHAU;KINATANG;49;45;OKTOBER
SULAWESI BARAT;MAMUJU;KEP. BALA BALAKANG;BALA BALAKANG;;;OKTOBER
SULAWESI BARAT;MAMUJU;KEP. BALA BALAKANG;BALA-BALAKANG TIMUR;;;OKTOBER
